"text","class_label"
"kaget tbtb kosan getar kayak gempa","saksi_mata"
" purworejo rasa gempa","saksi_mata"
" syalawatan goncang jogja gempa","saksi_mata"
"jogja barusan gempa ya rasa kasur getar","saksi_mata"
"gempa enggak sih tapi bentar banget","saksi_mata"
" gempa benaran barusan merasa","saksi_mata"
"kukira pantat yang getar gempa","saksi_mata"
"gempa enggak sih rasa banget masyaallah","saksi_mata"
" eh sumpah sing oleng auto lihat galon air nya goyang memang gempa","saksi_mata"
"gempa anjrit gua setan kasur iseng","saksi_mata"
" gempa min demang rasa","saksi_mata"
"iya gempa anjir rasa banget goyang keras","saksi_mata"
"anjir kaget banget gue duduk manis kursi tbtb kursi geter sampai cermin gue bunyi tau gempa","saksi_mata"
"gempa beberapa detik mengira yang halu","saksi_mata"
"sumpah gempa ajg","saksi_mata"
" tidur tibatiba rasa gempa kaget banget","saksi_mata"
"anjir sudah tidur padahalmalah gempa ya astgaa lantai lagi","saksi_mata"
" mag sep wib lok ls buat pusat gempa darat kamu barat daya bukittinggi kedlmn kamu rasa mmi i iii bukittinggi","bukan_saksi_mata"
" mag sep wib lok lu buat pusat gempa darat kamu baratdaya takengonaceh kedlmn kamu rasa mmi i iii nagan raya i iii benar riah i iii aceh","bukan_saksi_mata"
" mag sep wib lok lu buat pusat gempa laut kamu barat tolitoli kedlmn kamu rasa mmi i iii tolitoli","bukan_saksi_mata"
"gempa bumi magnitud landa taiwan ummahtoday baca","bukan_saksi_mata"
"gempa guncang taiwan ingat tsunami berbunyi","bukan_saksi_mata"
"tampak dahsyat gempa taiwan makan korban jiwa pray for taiwan","bukan_saksi_mata"
" innalillahi kabar gempa karena bangun","bukan_saksi_mata"
" akibat gempa taiwan","bukan_saksi_mata"
"gempa kuat sr guncang tenggara taiwan","bukan_saksi_mata"
"taiwan alami kali gempa","bukan_saksi_mata"
"gempa magnitudo guncang taiwan alarm tsunami bunyi","bukan_saksi_mata"
"taiwan alami kali gempa susul","bukan_saksi_mata"
"keren sih nge video enggak tremor kalo yang ngevideo sudah kayak gempa","bukan_saksi_mata"
" tanggap darurat penanganan dampak gempa pulau siberut senin","bukan_saksi_mata"
"momen horor gempa sama taiwan","bukan_saksi_mata"
"dahsyat gempa taiwan kereta rel ratus orang luka","bukan_saksi_mata"
"video momen horor gempa sama taiwan","bukan_saksi_mata"
"gempa susul guncang taiwan tenggara senin gempa kuat kota taipei hari gempa kuat tewas orang cedera","bukan_saksi_mata"
"gempa taiwan","bukan_saksi_mata"
"gempa susul berlaku hari lepas gegar kuat akibat maut kirakira cedera   ","bukan_saksi_mata"
"guncang gempa sama taiwan rasa taiwan","bukan_saksi_mata"
"info gempa mag sep wib lok ls buat kamu baratdaya kotasukabumijabar kedlmn kamu bmkg","bukan_saksi_mata"
" tag langsung enggak ngetweet apa² ku januari gempa deh banjir","bukan_saksi_mata"
"gempa kini sr takengon aceh dalam kamu","bukan_saksi_mata"
" dengar taiwan gempa ya please ku","bukan_saksi_mata"
"ramal indigo nama gempa taiwan nyata ingat daerah indonesia","bukan_saksi_mata"
"gempa bumi magnitud landa taiwan taiwan landa gempa bumi ukur magnitud hari lepas gegar kuat korban nyawa cedera kirakira","bukan_saksi_mata"
"taiwan landa gempa susul berita penuh","bukan_saksi_mata"
" gempa lokal","bukan_saksi_mata"
"personil gabung polresta palu pimpin wakapolsek iptu made antera shmelaksanakan aman aksi damai front advokat rakyat pasigala kantor dprd propinsi sulawesi tengahdengan tuntut selesai huni warga korban gempa bumitsunami likuifaksi","bukan_saksi_mata"
" gempa bumi landa taiwan malam warga tidur nyenyak","bukan_saksi_mata"
" sama strikes kamu nw of sumbawa min ago more info","bukan_saksi_mata"
"detikdetik gempa taiwan kemarin","bukan_saksi_mata"
"momen warga taiwan panik guncang gempa sama","bukan_saksi_mata"
"info gempa mag sr sep wit lok ls buat kamu baratlaut kobisontamalteng kamu timur wahaimalteng kedlmn kamu bmkgpgr ix","bukan_saksi_mata"
" gempa sr⚡⚡⚡","bukan_saksi_mata"
"taiwan kena gempa","bukan_saksi_mata"
"gempa sr guncang aceh nagan raya","bukan_saksi_mata"
"gunung api lumpur fenomena tiada kait gempa taiwan – pakar geologi","bukan_saksi_mata"
"taiwan tenggara landa gempa sr lukaluka","bukan_saksi_mata"
"gunung api letus gunung api lumpur taman hidup liar tabin lahad datu malam tiada kait gempa bumi kuat gegar taiwan petang malam artikel penuh","bukan_saksi_mata"
"video ngeri plafon gor jatuh akibat gempa taiwan jakarta gempa kuat landa pantai timur taiwan sabtu dampak pulau miyakojima jepang plafon gedung olahraga gor…","bukan_saksi_mata"
"gempa magnitudo landa taiwan tenggara minggu gempa gelincir gerbong kereta sebab puluh bangun runtuh jebak ratus orang jalan gunung","bukan_saksi_mata"
"gempa kuat sama landa pantai tenggara taiwan minggu gempa jepang keluar ingat tsunami","bukan_saksi_mata"
" duka taiwan kena musibah gempa bumi","bukan_saksi_mata"
"video ngeri plafon gor jatuh akibat gempa taiwan gempa kuat landa pantai timur taiwan sabtu dampak pulau miyakojima jepang plafon gedung olahraga gor pulau …","bukan_saksi_mata"
"gempa magnitudo hantam yujing timur taiwan","bukan_saksi_mata"
"bangun lantai toserba eleven dasar tinggal atas ambruk akibat gempa taiwan orang jebak","bukan_saksi_mata"
"gempa bumi sebab rusak warga lukaluka ratus warga ungsi guncang gempa bumi bmkg sar masyarakat berhatihati gempa bumi susul","bukan_saksi_mata"
"guncang gempa bumi kuat magnitudo gempa bumi kuat magnitudo selesai guncang gempa bumi september kuat magnitudo","bukan_saksi_mata"
"gempa tawa ulang kali changemakers minggu september gempa bumi kuat guncang pulau tawa sumatera barat sumber foto","bukan_saksi_mata"
"tinggal lantai pas gempa enggak tau lari mana pasrah yang taiwan stay safe","bukan_saksi_mata"
" hati ya takut nya gempa susul","bukan_saksi_mata"
"pusat gempa taitungtaiwan sr sr sr hualien taipei sr hualien sr rusak bangun roboh","bukan_saksi_mata"
" stay safe bang gempa ya","bukan_saksi_mata"
" stay safe kak btw mana kak gempa","bukan_saksi_mata"
" sama kamu e of yujing taiwan utc °n °e kamu depth","bukan_saksi_mata"
"gempa pas rebus indomie ‍","bukan_saksi_mata"
"enggak bayang taitung city bagaimana harus hantam gempa puluh kali malam sampai","bukan_saksi_mata"
"gempa bumi kuat sama berlaku taiwan ptg september pusat gb letak ° utara ° timur dalam kamu kamu tenggara chiayitaiwan tiada ancam tsunami malaysia","bukan_saksi_mata"
"taiwan semalem kena gempa sekarang gede tsunami warning hope everyone is safe","bukan_saksi_mata"
" heran lagi gempa ngungsi ngetwit kak ra","bukan_saksi_mata"
"info gempa mag sep wib lok ls buat kamu baratdaya bukittinggisumbar kedlmn kamu bmkgpgr v","bukan_saksi_mata"
" wat gempa mana jah hatihati kamu stay safe ✨","bukan_saksi_mata"
" stay safe ya kak taipei habis landa taifun langsung gempa gempa","bukan_saksi_mata"
"memang mulut nih kudu jaga ya kemarin mengomong “tumben taiwan enggak ada gempa”","bukan_saksi_mata"
" lapor guna aplikasi earthquake network kamu lapor radius kamu unduh aplikasi terima ingat nyata","bukan_saksi_mata"
" peta bmkg gempa sr pusat gadut agam","bukan_saksi_mata"
" barusan memang gempa ya","bukan_saksi_mata"
"mana gempa","bukan_saksi_mata"
"pls gempa tidur bentar saja","bukan_saksi_mata"
" semalem taiwan gempa mulu","bukan_saksi_mata"
"masya allah taipei gempa lagiudah tiga kali dari semalem","bukan_saksi_mata"
" rill kak pas ss tribun orang diri tuh yang ikut ya loncat tuh asa gempa","bukan_saksi_mata"
" gempa total gempa gempa major setaiwan gempa lokal bawah sr stay safe","bukan_saksi_mata"
" hati kak gempa nya reda","bukan_saksi_mata"
" iya nih enggak tau taiwan kemarin malam gempa mulu","bukan_saksi_mata"
" memang orang taiwan itu sudah santai banget kah sama gempa takut tapi kg arah dari orang hotel shdbshcbs ottokeeeeee","bukan_saksi_mata"
" view statik angle pastu ambil angle pula takpe ini angle itu goyang apehal nak shoot gempa bumi terima kot","bukan_saksi_mata"
" bayang sih kak pakai triplek asa kayak gempa enggak fokus menonton","bukan_saksi_mata"
" ngeri kayak yang palu tanah gerak yang pacu gempa","bukan_saksi_mata"
"info gempa mag sr sep wit lok ls buat kamu baratlaut wahaimalteng kamu utara sawaimalteng kedlmn kamu bmkgpgr ix","bukan_saksi_mata"
" taiwan gempa mulu bro","bukan_saksi_mata"
"gempa bumi sederhana sama berlaku taiwan ptg september pusat gb letak ° utara ° timur dalam kamu kamu timur chiayitaiwan tiada ancam tsunami malaysia","bukan_saksi_mata"
"gempa bumi kuat landa taiwan","bukan_saksi_mata"
" alhamdulillah sudah banget kak mayang enggak ngabarin sana gempa stay safe ya kak","bukan_saksi_mata"
"siang gempa taiwan haha","bukan_saksi_mata"
" memang suka gempa begitu kah","bukan_saksi_mata"
" hai kak kalau gempa potensi tsunami kamu jarak aman bibir pantai","bukan_saksi_mata"
"wah pusat gempa ya taitung pantas kencang banget","bukan_saksi_mata"
" lepastu tutup pintu kereta gempa bumi skala richter","bukan_saksi_mata"
" lapor korban rusak akibat gempa bumi taiwan","bukan_saksi_mata"
"radar bogor gempa tektonik guncang kabupaten sukabumi gin kekuatannya  ","bukan_saksi_mata"
"gempa lu foto","bukan_saksi_mata"
"rumah hancur kereta henti gempa bumi guncang taiwan","bukan_saksi_mata"
"mensos resmi rumah tahan gempa sarana kembang sdm kawasan perbatasan","bukan_saksi_mata"
" gempa bumi gunung letus ☕","bukan_saksi_mata"
"kayak gin tuh iya bagus gerak kayak gua tremor dikit langsung kayak gempa wkwkkw","bukan_saksi_mata"
" hah terus bagaimana enggak papa saja gempa serius","bukan_saksi_mata"
"gempa sukabumi mag kamu sukabumi","bukan_saksi_mata"
" rabu bpbd dki jakarta sosialisasi simulasi penanganan bencana gempa bumi rumah sakit tebet jl letjen mt haryono kav tebet barat sih te… e more","bukan_gempa"
" selasa bpbd dki jakarta sosialisasi simulasi penanganan bencana gempa bumi pt kimia farma diagnostika jakarta pusat e more","bukan_gempa"
" best korean disaster movie versi haeundae tidal wave 해운대 film cerita bencana tsunami akibat gempa pantai haeundae bus film per","bukan_gempa"
" lumayan simulasi gempa wkwk","bukan_gempa"
" banget kemarin mimpi gempa eh pas gempa benaran gue sudah tidur","bukan_gempa"
" stabil banget nder tang enggak simulasi gempa","bukan_gempa"
" eh serius gua tidur siang mimpi gempa","bukan_gempa"
" rumah gua mimpi begitu deh kali gempa begitu kayak susul ya","bukan_gempa"
" kalo dom pakai saja kak kalo dekat enggak usah kemarin beli tv sopiii enggak pakai packing kayuampproteksialhamdulillah amansoalnya turut dus asli sudah foam yang nah produk aman guncang","bukan_gempa"
" ku simulasi sunam pascagempa bumi","bukan_gempa"
" gempa kaca pecah nimpa tidur sudah kayak final destination maksa kayak gin kaca pasti pakai temper","bukan_gempa"
" kalau gempa bumi malam pot nimpa kepala orang yang tidur","bukan_gempa"
" wat gempa mana jah hatihati kamu stay safe ✨","bukan_gempa"
" asa simulasi gempa ·´¯begitu▂lantai´¯·","bukan_gempa"
" simulasi gempa bumi mah punten punten","bukan_gempa"
" lupa judulnya film barat awal film anak main pogo stick kayak gempa monster bentuk kayak ular warna coklat tanah mulut nyedot manusia barang kalo selamat enggak kena tanah","bukan_gempa"
" untuk untuk anti gempa","bukan_gempa"
" ajar lapor bencana gempa gunung api kak kasih tau simulasi","bukan_gempa"
" yoi gempa susul anjir keep calm saja hati tetap panik cuy gemeter dengkul gue","bukan_gempa"
" rekam konser tapi pas play simulasi gempa goyang isi video nya","bukan_gempa"
" pawang gempa pakar cinta","bukan_gempa"
" gempa hati kayak wkwk","bukan_gempa"
" kamera sudah kayak simulasi gempa","bukan_gempa"
" hahahahha ide bagus sudah kali gempa sana","bukan_gempa"
" minus kalo ambil makan online lift jalan risiko kalo gempa tetap keep calm hati panik pas turun tangga evakuasi kadang antri pas lift kalo datengnya mepet jam masuk","bukan_gempa"
" simulasi kebakaransimilasi gempa gempa benaran turun tangga darurat besok kaki pegel²","bukan_gempa"
" debar nih kpk ya hati nya kayak gempa bumi","bukan_gempa"
"“berbahagialah orang dalam hati tanam cinta dalam saiyidina muhammad ibni abdillah صلى الله عليه وسلم” habib ali al habsyi sohib kwitang","bukan_gempa"
"“hati bersih adab hati bersih datang rahsia hati rahsia hati muncul ilmu cahaya” habib ali ben syeikh abu bakar bin salim","bukan_gempa"
"“ tarik kawankawan klaten komunitas nama hati peduli sandang disabilitas dampak jadi gempa klaten yogyakarta” ganjar","bukan_gempa"
"“kapal terbang darat landas batu bata kayu halang ilmu ia lekat dalam hati kotor” syeikh nuruddin marbu al banjar","bukan_gempa"
"“salah tanda kayak allah سبحانه وتعالى hamba iaitu tenang hati jiwa duduk dalam majlismajlis kebaikan” habib salim ben hafidz","bukan_gempa"
"• pikir air guncang sulit tenang nya","bukan_gempa"
" pandora 판도라 kota gempa bumi gempa sebab bangkit listrik tenaga nuklir kota alami bocor bangkit nuklir ledak nyawa korban film per","bukan_gempa"
" yang tau arti garu kbbi garu alat untuk rata tanah garu suara yang dengar didlm mimpi ambu tidur menit adegan ambu makna alam baik dengan tanah retaklongsorgempa dsb lah hawla wala quwwatta ilabillah","bukan_gempa"
" aku akhir² meminimalisir interaksi sama orang n chat mengobrol langsung mental lagi down banget mimpi buruk anxiety banget kalau ingat mimpi tsunami gempa tapi yang enggak selamat cuma vaya menangis waktu lihat jasad vaya mimpi","bukan_gempa"
" hati sudah bikin guncang gempa bumi ya","bukan_gempa"
" kali sakit sampai mimisan kali ulu hati tenggorok sinus kayak gempa kalo batuk wkwk","bukan_gempa"
"basarnas pos surakarta gelar simulasi gempa sdn papah karanganyar","bukan_gempa"
"ajar selamat gempa siswa sd temanggung latih simulasi tanggap bencana","bukan_gempa"
"ajar selamat gempa siswa sd temanggung latih simulasi tanggap bencana","bukan_gempa"
"ajar selamat gempa siswa sd temanggung latih simulasi tanggap bencana","bukan_gempa"
"tahan guncang comeback bcs i addicted tapi percaya kasihh jarak hapus janji setia jaga hati","bukan_gempa"
" bola tuas air raksa gulir sentuh garis akibat guncang bom ledak","bukan_gempa"
"bumi getar akibat gempa sungguh prihatin bencana hati gemetar cinta dilihatin bikin rona","bukan_gempa"
"bumi getar akibat gempa sungguh prihatin bencana hati gemetar cinta dilihatin bikin rona","bukan_gempa"
"bumi getar akibat gempa sungguh prihatin bencana hati gemetar cinta dilihatin bikin rona","bukan_gempa"
"bumi getar akibat gempa sungguh prihatin bencana hati gemetar cinta dilihatin bikin rona","bukan_gempa"
"bumi getar akibat gempa sungguh prihatin bencana hati gemetar cinta dilihatin bikin rona","bukan_gempa"
"bumi getar akibat gempa sungguh prihatin bencana hati gemetar cinta dilihatin bikin rona","bukan_gempa"
"bumi getar akibat gempa sungguh prihatin bencana hati gemetar cinta dilihatin bikin rona","bukan_gempa"
"bumi getar akibat gempa sungguh prihatin bencana hati gemetar cinta dilihatin bikin rona","bukan_gempa"
"bumi getar akibat gempa sungguh prihatin bencana hati gemetar cinta dilihatin bikin rona","bukan_gempa"
"bumi getar akibat gempa sungguh prihatin bencana hati gemetar cinta dilihatin bikin rona","bukan_gempa"
"bumi getar akibat gempa sungguh prihatin bencana hati gemetar cinta dilihatin bikin rona","bukan_gempa"
"bumi getar akibat gempa sungguh prihatin bencana hati gemetar cinta dilihatin bikin terpana","bukan_gempa"
"caratland hati penuh guncang","bukan_gempa"
"cinematography okay time action scene kamera itu kena gempa bumi cameraman itu parkinson adik movie okay je fight scene puas hati time tembak meriam kamera nak kena gegar haih","bukan_gempa"
"edukasi tanggap bencana siswa sdn papah karanganyar ikut simulasi gempa","bukan_gempa"
" sih salah gue karena nah enggak jatuh hati beberapa sekaliny jatuh langsung gempa langsung runtuh tanah longsor banjir bandang tsunami angin topan","bukan_gempa"
"gajah cipta gempa mini jatuh cinta","bukan_gempa"
"gempa bumi sebab rusak warga lukaluka ratus warga ungsi guncang gempa bumi bmkg sar masyarakat berhatihati gempa bumi susul","bukan_gempa"
"gempa tlh trjdi karena kak t mnggtarkan hati aku","bukan_gempa"
"gub kagum dengan komunitas hati beliau janji bantu latih kaum disabilitas peduli sandang disabilitas dampak jadi gempa klaten yogyakarta","bukan_gempa"
"jumat september giat latih simulasi bencana bakar gempa dpd ppni kab kudus","bukan_gempa"
" kayak lempeng bumi ya geser dikit saja hati","bukan_gempa"
" kayak lempeng bumi ya geser dikit saja hati fatinslquotes","bukan_gempa"
" kayak lempeng bumi ya geser dikit saja hati","bukan_gempa"
" kayak lempeng bumi ya geser dikit saja hati","bukan_gempa"
" kayak lempeng bumi ya geser dikit saja hati","bukan_gempa"
" kayak lempeng bumi ya geser dikit saja hati","bukan_gempa"
" kayak lempeng bumi ya geser dikit saja hati","bukan_gempa"
" kayak lempeng bumi ya geser dikit saja hati","bukan_gempa"
"lantas percaya ubah merah tanda berhatihati selamat guncang badai amuk merangsek isi hati ️️️️","bukan_gempa"
"memaafi hsw wadah ls nya pakai carbong terus logo tutup sama stiker yc hindar guncang taruh koperkmrin nemu shopee murce parah langsung cowok enggak muat ternytaa muat hehe ready for","bukan_gempa"
"mantap hati guncang mantan","bukan_gempa"
"damping bp wagub dki jakarta acara simulasi penanganan bakar gempa kantor balaikota dki jakarta","bukan_gempa"
"michristychibi kayak lempeng bumi ya geser dikit saja hati","bukan_gempa"
"mimpi gempa","bukan_gempa"
"mimpi gempa bumi","bukan_gempa"
"mimpi gempa really be confusing af gue langsung cek tetangga enggak enggak wkwk","bukan_gempa"
"mimpi gempa trauma yang hilang","bukan_gempa"
"mimpi gempa terus lari lol","bukan_gempa"
"mitigasi bencana kering musliah bicara gempa bumi tidak lngsng telan korban jiwam namunbangunan yang rusak akibat guncang gempa amp jatuh timpa tubuh menyebbkan korban jiwa bencana","bukan_gempa"
"mohon tenang simulasi latih respons instrumen","bukan_gempa"
"ngestan nct bikin guncang jiwa","bukan_gempa"
"ngopi simulasi gempa wkwk","bukan_gempa"
"oh ya tolong penting kesalamatan ya tau tribun ice buat jingkrak ya kayak simulasi gempa guys benaran goyang guys jadi better hypenya ya kontrol dikitt saja","bukan_gempa"
"orang lain kalo pinga bbm hpny yang geter kalo yang ping cinta ya geter kayak gempa bumi teensyori","bukan_gempa"
" mengapai deh kayak gawai kantor simulasi gempa bakar","bukan_gempa"
"sakit hati ampun dosa besarnya” syeikh abdul qadir al jailani","bukan_gempa"
"rabu bpbd dki jakarta sosialisasi simulasi penanganan bencana gempa bumi rumah sakit tebet jl letjen mt haryono kav tebet barat sih tebet jakarta selatan","bukan_gempa"
"sabtu simulasi bencana gempa bumi ktb rintis bumijo lurah bunijo kemantren jetis yogyakarta","bukan_gempa"
"sabtu sepetember tulis malam mimpi gempa kencang bangun rubuh hancur","bukan_gempa"
" satu salah ungkap maaf sa mulut busuk beda guncang hati kuat tandak jujur ku keluar mulut","bukan_gempa"
" capai mimpi kayak join corp begitu eug salah manager yang naungin talent talentnya tuh isi rem sempat mimpi cerita gempa sr naudzubillah ya allah moga enggak gempa","bukan_gempa"
"habis gempa pagi yang nanyain bagaimana masih pcr sana gue doi langsung yaallah hati sejuk banget ditanyain kabar kayak begitu tanda doi sayang orang","bukan_gempa"
"selasa bpbd dki jakarta sosialisasi simulasi penanganan bencana gempa bumi rumah sakit khusus daerah rskd duren sawit jakarta timur","bukan_gempa"
"selasa bpbd dki jakarta sosialisasi simulasi penanganan bencana gempa bumi pt kimia farma diagnostika jakarta pusat","bukan_gempa"
"selfie bantu bencana tweet bencanabot ajak simulasi lapor bencana selfie yuk lomba provinsi nih nya","bukan_gempa"
